gene,arabi-defline
VigunL076600,"Cytochrome c oxidase, subunit III"
Vigun03g148200,conserved peptide upstream open reading frame 35
Vigun09g218800,translation initiation factor 3B1
Vigun04g146800,disease resistance family protein / LRR family protein
Vigun08g030100,voltage dependent anion channel 2
Vigun09g213300,no annotation
Vigun07g034500,no annotation
Vigun07g204500,mitochondrial substrate carrier family protein
Vigun09g191300,Protein of unknown function (DUF1677)
Vigun11g218200,Leucine-rich repeat receptor-like protein kinase family protein
Vigun11g060400,Histone superfamily protein
VigunL035500,"ATPase, F0 complex, subunit A protein"
Vigun05g145000,Prefoldin chaperone subunit family protein
Vigun04g101600,unfolded protein binding
Vigun07g123600,thioredoxin family protein
Vigun02g149000,no annotation
Vigun03g057800,ENTH/VHS/GAT family protein
Vigun06g112500,calcium-binding EF hand family protein
Vigun03g098100,Protein of unknown function (DUF688)
Vigun11g222100,EXORDIUM like 3
Vigun05g237700,no annotation
Vigun09g064600,Protein of unknown function (DUF3414)
Vigun08g129900,exocyst subunit exo70 family protein B1
Vigun04g017700,Serinc-domain containing serine and sphingolipid biosynthesis protein
Vigun07g195400,ROTUNDIFOLIA like 15
Vigun01g225800,Transmembrane amino acid transporter family protein
Vigun10g192700,no annotation
Vigun03g050100,Ubiquitin family protein
Vigun04g041600,Kinase interacting (KIP1-like) family protein
Vigun01g220300,NAD(P)-binding Rossmann-fold superfamily protein
Vigun08g082300,NADH-dependent glutamate synthase 1
Vigun07g165300,no annotation
Vigun07g104600,glutathione reductase
Vigun01g215800,GRAS family transcription factor family protein
Vigun08g183900,RNA-binding (RRM/RBD/RNP motifs) family protein
Vigun06g203300,chlorsulfuron/imidazolinone resistant 1
Vigun04g160700,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun01g045900,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Vigun05g227500,no annotation
Vigun08g159700,Leucine-rich repeat protein kinase family protein
Vigun04g098800,ATP synthase subunit alpha
Vigun11g047300,no annotation
Vigun03g222700,Homeodomain-like superfamily protein
Vigun08g192500,Golgi transport complex protein-related
Vigun02g181600,Transducin/WD40 repeat-like superfamily protein
Vigun09g185200,RING/U-box superfamily protein
Vigun05g030100,brassinosteroid-6-oxidase 2
Vigun01g132100,Small nuclear ribonucleoprotein family protein
Vigun10g175900,ubiquitin-specific protease 6
Vigun03g170800,multidrug resistance-associated protein 3
Vigun06g176100,tetratricopeptide repeat (TPR)-containing protein
Vigun09g041000,no annotation
Vigun03g160800,hydroxyproline-rich glycoprotein family protein
Vigun08g057300,"Cytochrome bd ubiquinol oxidase, 14kDa subunit"
Vigun09g090000,ribosomal protein S12C
Vigun01g198100,Protein kinase superfamily protein
Vigun07g072200,myb domain protein 36
Vigun06g071300,proliferating cellular nuclear antigen 1
Vigun08g139600,Bromodomain transcription factor
Vigun05g088100,ARM repeat superfamily protein
Vigun02g159400,pleckstrin homology (PH) domain-containing protein
Vigun02g070700,matrix metalloproteinase
Vigun08g047700,Protein of unknown function (DUF1350)
Vigun03g414700,no annotation
Vigun09g098900,AP2/B3-like transcriptional factor family protein
Vigun03g407900,"Protein of unknown function, DUF538"
Vigun01g002600,Sucrose-phosphate synthase family protein
Vigun09g004600,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Vigun03g283500,Eukaryotic aspartyl protease family protein
Vigun05g255600,myb domain protein 48
Vigun10g098200,lipid transfer protein 3
Vigun07g031100,MATE efflux family protein
Vigun01g075100,Esterase/lipase/thioesterase family protein
Vigun08g072100,no annotation
Vigun03g429600,clathrin adaptor complexes medium subunit family protein
Vigun02g160100,casein kinase II  beta chain 2
Vigun06g182600,serine hydroxymethyltransferase 3
Vigun09g254900,RING/FYVE/PHD zinc finger superfamily protein
Vigun09g013900,translationally controlled tumor protein
Vigun11g112600,myb domain protein 14
Vigun02g048800,cell division cycle 48B
Vigun07g041100,Plant protein of unknown function (DUF247)
Vigun08g094800,DNA-directed RNA polymerase II protein
Vigun08g220400,FASCICLIN-like arabinogalactan 2
Vigun05g056400,Uncharacterized protein family (UPF0016)
Vigun07g228900,RHOMBOID-like 2
Vigun03g329700,ARM repeat superfamily protein
Vigun01g096800,MATE efflux family protein
Vigun03g387800,RNA-binding KH domain-containing protein
Vigun10g110300,Leucine-rich repeat receptor-like protein kinase family protein
Vigun05g091000,Protein of unknown function (DUF567)
Vigun11g201000,Heat shock protein DnaJ with tetratricopeptide repeat
Vigun03g163800,no annotation
Vigun05g220600,HXXXD-type acyl-transferase family protein
Vigun06g237400,Protein of unknown function (DUF579)
Vigun09g161500,NAD kinase 2
Vigun03g379600,CONSTANS-like 5
VigunL006600,structural constituent of ribosome
Vigun09g021700,FTSH protease 8
Vigun09g053200,flavin-dependent monooxygenase 1
Vigun04g056300,early nodulin-like protein 20
Vigun06g127400,SAUR-like auxin-responsive protein family 
Vigun05g092300,NAD(P)-binding Rossmann-fold superfamily protein
Vigun01g007800,Eukaryotic protein of unknown function (DUF842)
Vigun03g207700,ribonuclease 1
Vigun09g148300,RWP-RK domain-containing protein
Vigun02g051800,alpha/beta-Hydrolases superfamily protein
Vigun05g089100,3-ketoacyl-acyl carrier protein synthase III
Vigun03g183400,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun04g192300,NB-ARC domain-containing disease resistance protein
Vigun07g219900,Protein kinase superfamily protein
Vigun06g100300,cell cycle checkpoint control protein family
Vigun07g224200,C2H2-like zinc finger protein
Vigun09g138000,Ribosomal protein L6 family
Vigun01g066400,Histone superfamily protein
Vigun04g035400,Ssu72-like family protein
Vigun03g186800,LAG1 homologue 2
Vigun07g199700,DHHC-type zinc finger family protein
Vigun08g095200,no annotation
Vigun01g037800,NAD(P)-binding Rossmann-fold superfamily protein
Vigun07g298200,no annotation
Vigun04g196700,methyl-CPG-binding domain 7
Vigun08g174200,ribosomal protein L30 family protein
Vigun05g302900,RING/FYVE/PHD zinc finger superfamily protein
Vigun11g159700,no annotation
Vigun09g236100,SPla/RYanodine receptor (SPRY) domain-containing protein
Vigun06g046100,polymerase gamma 2
Vigun03g223600,no annotation
Vigun03g060500,Glycosyl hydrolase family 35 protein
Vigun03g019800,Serinc-domain containing serine and sphingolipid biosynthesis protein
Vigun01g142600,phosphate transporter 1;7
Vigun06g154500,tonoplast dicarboxylate transporter
Vigun05g197900,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein
Vigun02g066800,Disease resistance protein (TIR-NBS-LRR class) family
Vigun03g027900,Zinc finger C-x8-C-x5-C-x3-H type family protein
Vigun02g101300,LRR and NB-ARC domains-containing disease resistance protein
Vigun04g097300,no annotation
Vigun04g066100,no annotation
Vigun03g331200,Galactosyltransferase family protein
Vigun11g217700,Protein of unknown function (DUF1712)
Vigun06g111000,Protein prenylyltransferase superfamily protein
Vigun08g197000,Protein kinase superfamily protein
Vigun04g178700,ADP-glucose pyrophosphorylase family protein
Vigun08g018300,thaumatin-like protein 3
Vigun07g230900,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein
Vigun07g218800,Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain
Vigun02g191800,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Vigun11g077700,photosystem II reaction center protein I
Vigun07g201500,GATA transcription factor 5
Vigun06g027900,Calcium-dependent lipid-binding (CaLB domain) family protein
Vigun02g097300,no annotation
Vigun11g079200,PDI-like 5-4
Vigun01g204400,no annotation
Vigun11g027000,C2H2 zinc-finger protein SERRATE (SE)
Vigun08g180500,"Glutathione S-transferase, C-terminal-like;Translation elongation  factor EF1B/ribosomal protein S6"
Vigun07g227700,homolog of DNA mismatch repair protein MSH3
Vigun11g030400,HSP20-like chaperones superfamily protein
Vigun09g248400,basic leucine-zipper 44
Vigun03g280200,sumo conjugation enzyme 1
Vigun04g020700,dehydrin xero 1
Vigun08g177100,TCP-1/cpn60 chaperonin family protein
Vigun09g195900,no annotation
Vigun03g171100,SRP72 RNA-binding domain
Vigun11g000600,Protein kinase family protein with ARM repeat domain
Vigun09g237600,heat shock transcription factor  B4
Vigun05g005100,carboxyesterase 17
Vigun05g202300,terpene synthase 21
Vigun07g262500,FAD/NAD(P)-binding oxidoreductase
Vigun09g049100,inositol transporter 2
Vigun07g282400,cofactor of nitrate reductase and xanthine dehydrogenase 3
Vigun03g206000,emp24/gp25L/p24 family/GOLD family protein
Vigun08g222400,VQ motif-containing protein
Vigun11g154000,dessication-induced 1VOC superfamily protein
Vigun03g314700,adenylate kinase 1
Vigun09g005100,no annotation
Vigun08g140500,autophagy protein Apg5 family
Vigun03g419700,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun03g106600,Mitochondrial substrate carrier family protein
Vigun02g053100,Ankyrin repeat family protein
Vigun10g040700,rotamase FKBP 1
Vigun05g016000,mitogen-activated protein kinase phosphatase 1
Vigun08g034300,embryo defective 1273
Vigun11g157300,zinc finger (C3HC4-type RING finger) family protein
Vigun08g067200,Thioredoxin superfamily protein
Vigun07g127900,gibberellin 2-oxidase 6
Vigun03g388000,no annotation
Vigun08g065000,exocyst subunit exo70 family protein G1
Vigun10g172600,Metallo-hydrolase/oxidoreductase superfamily protein
Vigun06g190800,peroxin 7
Vigun10g022900,Protein of unknown function (DUF3550/UPF0682)
Vigun05g030900,Malectin/receptor-like protein kinase family protein
Vigun03g090500,Transcriptional coactivator/pterin dehydratase
Vigun08g184500,Got1/Sft2-like vescicle transport protein family
Vigun10g031000,carboxyl terminus of HSC70-interacting protein
Vigun04g066700,Transmembrane amino acid transporter family protein
Vigun05g232900,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Vigun07g216300,UDP-Glycosyltransferase superfamily protein
Vigun10g165000,proline-rich family protein
Vigun09g211000,Phox (PX) domain-containing protein
Vigun03g142900,Pentatricopeptide repeat (PPR) superfamily protein
Vigun11g207900,origin recognition complex subunit 3
Vigun05g252400,no annotation
Vigun05g036500,galacturonosyltransferase 13
Vigun11g177200,Ribosomal protein S25 family protein
Vigun04g178900,Major facilitator superfamily protein
Vigun10g079000,Mitochondrial substrate carrier family protein
Vigun01g061000,no annotation
Vigun08g159900,no annotation
Vigun05g078800,SMAD/FHA domain-containing protein 
Vigun08g152400,Transducin/WD40 repeat-like superfamily protein
Vigun09g065200,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun02g028800,conserved peptide upstream open reading frame 9
Vigun05g299000,CBL-interacting protein kinase 5
Vigun01g175700,Ubiquitin supergroup;Ribosomal protein L40e
Vigun02g106100,DNAse I-like superfamily protein
Vigun09g053100,flavin-dependent monooxygenase 1
Vigun05g078700,zinc finger protein-related
Vigun07g248600,cysteine-rich RLK (RECEPTOR-like protein kinase) 29
Vigun05g173800,"cytochrome P450, family 72, subfamily A, polypeptide 15"
Vigun11g201800,no annotation
Vigun08g219300,fimbrin-like protein 2
Vigun01g131000,Small nuclear ribonucleoprotein family protein
Vigun03g224600,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun05g237400,homolog of histone chaperone HIRA
Vigun09g086200,Protein of unknown function (DUF1645)
Vigun07g181800,Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain
Vigun08g132200,Pseudouridine synthase family protein
Vigun03g078600,Protein of unknown function (DUF3550/UPF0682)
Vigun03g042100,Protein of unknown function (DUF604)
Vigun02g121200,Ribosomal protein L2 family
Vigun11g022400,cysteine-rich RLK (RECEPTOR-like protein kinase) 10
Vigun08g139900,PHYTOENE SYNTHASE
Vigun11g150400,NOT2 / NOT3 / NOT5 family
Vigun08g127100,alpha-mannosidase 1
Vigun03g128000,RING/U-box superfamily protein
Vigun08g035400,no annotation
Vigun11g038900,RmlC-like cupins superfamily protein
Vigun02g178800,phosphatase-related
Vigun03g301000,Integrase-type DNA-binding superfamily protein
Vigun04g078800,RNA-binding (RRM/RBD/RNP motifs) family protein
Vigun02g006900,nodulin MtN21 /EamA-like transporter family protein
Vigun05g223000,pinoid-binding protein 1
Vigun10g089700,Disease resistance protein (TIR-NBS-LRR class) family
Vigun11g029300,DEA(D/H)-box RNA helicase family protein
Vigun11g076200,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun07g087100,no annotation
Vigun04g135300,no annotation
Vigun04g169900,histone-lysine N-methyltransferase ASHH3
Vigun06g171000,BSD domain-containing protein
Vigun06g201000,Protein of unknown function (DUF616)
Vigun08g222500,RING/U-box superfamily protein
Vigun01g153600,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun01g169900,ENTH/VHS family protein
Vigun05g106600,RING/U-box superfamily protein
Vigun06g155300,"fumarylacetoacetase, putative"
Vigun03g122000,Ankyrin repeat family protein with DHHC zinc finger domain
Vigun04g129600,cellulose synthase 6
Vigun05g257200,RNA helicase family protein
Vigun04g162100,Per1-like family protein
Vigun01g247600,"oxidoreductase, 2OG-Fe(II) oxygenase family protein"
Vigun05g286800,Protein of unknown function (DUF581)
VigunL021200,CemA-like proton extrusion protein-related
Vigun02g010500,Pentatricopeptide repeat (PPR) superfamily protein
Vigun09g014000,P-loop containing nucleoside triphosphate hydrolases superfamily protein
Vigun07g258600,Leucine-rich repeat (LRR) family protein
Vigun06g212100,zinc finger (C2H2 type) family protein
Vigun05g264400,UDP-Glycosyltransferase superfamily protein
Vigun09g190400,ATP-dependent protease La (LON) domain protein
Vigun09g164800,replication factor C subunit 3
Vigun02g013200,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun05g024500,Ribosomal RNA processing Brix domain protein
Vigun05g201800,RNA-binding (RRM/RBD/RNP motifs) family protein
Vigun09g235000,S-locus lectin protein kinase family protein
Vigun08g088200,sigma factor E
Vigun03g093900,Major facilitator superfamily protein
Vigun11g215700,transducin family protein / WD-40 repeat family protein
Vigun07g161100,phloem protein 2-B10
Vigun01g184000,ubiquitin-specific protease 12
Vigun08g003000,calcium-dependent protein kinase 29
Vigun03g070800,no annotation
Vigun10g145700,no annotation
Vigun04g025500,Protein kinase superfamily protein
Vigun08g202400,Plant invertase/pectin methylesterase inhibitor superfamily protein
Vigun02g202200,basic helix-loop-helix (bHLH) DNA-binding superfamily protein
Vigun05g215200,glucan synthase-like 5
Vigun07g085000,Histone superfamily protein
Vigun05g220300,HXXXD-type acyl-transferase family protein
Vigun08g082900,arabinose kinase
Vigun03g205000,CLAVATA3/ESR-RELATED 9
Vigun08g182200,dgd1 suppressor 1
Vigun08g045000,chorismate mutase 2
Vigun05g051300,"ATPase, V1 complex, subunit B protein"
Vigun01g169300,HhH-GPD base excision DNA repair family protein
Vigun03g365400,Ribosomal protein S5/Elongation factor G/III/V family protein
Vigun02g125000,DNA binding;zinc ion binding;nucleic acid binding;nucleic acid binding
Vigun11g115600,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Vigun03g298200,expansin-like B1
Vigun09g111900,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun01g108100,Tetratricopeptide repeat (TPR)-like superfamily protein
Vigun07g257200,Reticulon family protein
Vigun02g198700,gibberellin 2-oxidase 8
Vigun06g070900,no annotation
Vigun03g392900,basic helix-loop-helix (bHLH) DNA-binding family protein
Vigun06g192800,alpha/beta-Hydrolases superfamily protein
